region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,CapRes_1,CapRes_2,THERM,VRE,MUST_RUN,STOR,FLEX,LDS,HYDRO,MG,BL,LNG,ESR_1,MinCapTag_1,MinCapTag_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,NACC_Eff,NACC_Peak_to_Base,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,MGA,Resource_Type,Commit,ESR_2,Hydro_level,MaxCapTag_1,Cat_1_Failure_Rate,Cat_2_Failure_Rate,Cat_3_Failure_Rate,Cat_4_Failure_Rate,Cat_5_Failure_Rate,Hours_to_Restore
West,West_battery_moderate_0,Battery_*_Moderate,0,49,4,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151.7528975,62.66084821,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,6262,0,0,4990,0.15,0.15,0,0,0,0,0,0,0,None,0,0,0.92,0.92,0,0,1,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0.006074377,0.023836518,0.023836518,0.471439064,0.471439064,336
West,West_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,0,50,4,0,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.20309399,0,0,0,-1,100,0,-1,-1,0,0,0,0,0,0,0,21000,0,0,0,5,0,0,0,137,3.5,9.72,0,0,lng,0.3,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
West,West_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,0,51,4,0,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.13859308,0,0,0,-1,500,0,-1,-1,0,0,0,0,0,0,0,28000,0,0,0,2,0,0,0,106,2,6.36,0,0,lng,0.3,0,1,1,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ng,0,0,0,0,0,0,0,0.158419238,0.158419238,336
West,West_microgrid_solar_moderate_0,Microgrid_Solar_Moderate,0,52,4,1,0.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.292793613,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,22467,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
West,West_microgrid_diesel_moderate_0,Microgrid_Diesel_Moderate,0,53,4,0,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.13838764,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,12077,0,0,0,5,0,0,0,137,3.5,12.31,0,0,distillate,0,0,1,1,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0.158419238,0.158419238,336
West,West_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,54,4,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,217.7696135,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,17282,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.144,1,Solar,0,0,0,0,0,0.006360335,0.006360335,0.42277178,0.42277178,336
West,West_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate_,1,55,4,1,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,169.8196084,0,0,0,-1,1,0,170.8,-1,0,0,0,0,0,0,0,40367,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.144,1,Wind,0,0,0,0,0,0.026900638,0.026900638,0.716219257,0.716219257,336
North,North_to_south_underground_line,Underground_line,0,50,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,523.71,0,523.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0,0,0,0.15841923,0.15841923,336
East,North_to_east_underground_line,Underground_line,0,51,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1013.265,0,1013.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0,0,0,0.15841923,0.15841923,336
West,South_to_west_underground_line,Underground_line,0,52,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,311.535,0,311.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0,0,0,0.15841923,0.15841923,336
